adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_primary_metric,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,7168,64,16,1.0,0.6190476190476191,0.7142857142857143,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,264,Jason Roy continued his fine form with a second century in six days as Surrey made a strong start with the bat against Middlesex at Lord's.,EdinburghNLP/xsum,0.0,212.72993087768555,1438.197784125805,16842.34733134508,212.52302080392838,2026.9187167286873,0.0,1438.4796358644962,0.0963062047958374,first_token,batch,6.403564453125,1438.4796358644962,medium,True,True, Surrey opener Jason Roy hit his second century of the week as his side reached ,4437.94580078125,kivi_4bit_residual64,0.0,1.0,xsum_000008,8725.75,calibration,summary,212.72993087768555
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,700,True,392,28,1792,64,16,1.0,0.7,0.8,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,62,A man has been arrested by police in Bahrain in connection with the death of former BBC journalist and News Letter editor Austin Hunter.,EdinburghNLP/xsum,0.0,2329.6227417886257,4899.830456823111,16488.96785080433,2329.207982867956,1913.6662371456623,0.0,4900.607202202082,0.2023465931415558,first_token,batch,2.763427734375,4900.607202202082,short,True,True, A man from Northern Ireland who was working in the United Arab Emirates has been killed,4320.177734375,kivi_4bit_residual64,0.0,1.0,xsum_000033,8712.89453125,calibration,summary,2329.6227417886257
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,17920,64,16,1.0,0.7777777777777778,0.7777777777777778,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,675,"Hundreds of schoolchildren, among them a pupil of only eight, have been caught with drugs on school premises, new figures reveal.",EdinburghNLP/xsum,0.0,421.0753068327904,1564.5678788423538,16488.96785080433,420.82877084612846,1913.6662371456623,0.0,1564.9337396025658,0.09110942482948303,first_token,batch,13.93505859375,1564.9337396025658,long,True,True, Police in England and Wales have seized illegal drugs from school premises in more than ,4678.701171875,kivi_4bit_residual64,0.0,1.0,xsum_000039,8712.89453125,calibration,summary,421.0753068327904
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,32256,64,16,1.0,0.92,0.92,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1162,"CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum",zai-org/LongBench,0.0,644.7158083319664,1923.5007502138615,16488.96785080433,644.4048807024956,1913.6662371456623,0.0,1923.8937199115753,0.13883039355278015,first_token,batch,21.787841796875,1923.8937199115753,long,True,True, The proposed approach was evaluated on three single-document news summarization datasets that are representative,4962.72998046875,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000007,8712.89453125,calibration,qa_long_context,644.7158083319664
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,8960,64,16,1.0,0.5263157894736843,0.5789473684210527,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,360,Kent's outgoing high-profile police and crime commissioner (PCC) has said she is proud of her achievements four years after being elected.,EdinburghNLP/xsum,0.0,235.5501390993595,1513.0725838243961,16488.96785080433,235.33806949853897,1913.6662371456623,0.0,1513.5003924369812,0.09427592158317566,first_token,batch,8.645751953125,1513.5003924369812,medium,True,True," The outgoing Kent Police and Crime Commissioner Ann Barnes has said she had a ""good",4494.19580078125,kivi_4bit_residual64,0.011379800853485111,0.9886201991465149,xsum_000012,8712.89453125,calibration,summary,235.5501390993595
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.4838709677419354,0.5483870967741935,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,103,A motorcyclist and a car driver have been killed in a crash on the A36 near Warminster.,EdinburghNLP/xsum,0.0,128.4310519695282,1386.514075100422,16488.96785080433,128.20987403392792,1913.6662371456623,0.0,1386.903677135706,0.09470805525779724,first_token,batch,4.23486328125,1386.903677135706,short,True,True, A motorbike rider and a car driver have died after a collision in Wilt,4344.00390625,kivi_4bit_residual64,0.0,1.0,xsum_000049,8712.89453125,calibration,summary,128.4310519695282
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,34048,64,16,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,1234,Two rival criminal groups have been hit with what police describe as the largest ever gang injunction.,EdinburghNLP/xsum,0.0,744.814082980156,2006.930474191904,16488.96785080433,744.5707358419895,1913.6662371456623,0.0,2007.257740944624,0.10223314166069031,first_token,batch,23.168701171875,2007.257740944624,long,True,True, A landmark ruling has seen 18 men banned from meeting each other and entering,5005.02978515625,kivi_4bit_residual64,0.0,1.0,xsum_000041,8712.89453125,calibration,summary,744.814082980156
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,32256,64,16,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1191,GM$\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.,zai-org/LongBench,0.0,682.1686923503876,2065.385028719902,16488.96785080433,681.6598363220692,1913.6662371456623,0.0,2065.948322415352,0.10433048009872437,first_token,batch,22.82861328125,2065.948322415352,long,True,True, This approach compares favorably to other word sense disambiguation (WSD,4979.8125,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000008,8712.89453125,calibration,qa_long_context,682.1686923503876
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,7168,64,16,1.0,0.52,0.52,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,260,Newport County goalkeeper Rhys Taylor has joined Wrexham on loan until January.,EdinburghNLP/xsum,0.0,231.34784772992134,1625.7929094135761,16488.96785080433,231.08747228980064,1913.6662371456623,0.0,1626.1882036924362,0.11298060417175293,first_token,batch,6.260009765625,1626.1882036924362,medium,True,True, Newport County have sold goalkeeper Rhys Taylor to Wrexham for an undisclosed fee,4435.59130859375,kivi_4bit_residual64,0.0,1.0,xsum_000014,8712.89453125,calibration,summary,231.34784772992134
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.4482758620689655,0.5172413793103448,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,77,Exeter Chiefs forward Sam Simmonds has signed a new two-year deal with the Premiership club.,EdinburghNLP/xsum,0.0,133.25446099042892,1389.122150838375,16488.96785080433,133.0273151397705,1913.6662371456623,0.0,1389.4384764134884,0.10412558913230896,first_token,batch,3.3017578125,1389.4384764134884,short,True,True, Exeter Chiefs have signed Cornish Pirates player Sam Simmonds on a two-year,4328.68603515625,kivi_4bit_residual64,0.0,1.0,xsum_000054,8712.89453125,calibration,summary,133.25446099042892
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,10752,64,16,1.0,0.4193548387096774,0.6774193548387097,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,429,The Police Federation has expressed a lack of confidence in Avon and Somerset Chief Constable Nick Gargan.,EdinburghNLP/xsum,0.0,312.15231120586395,1549.3761897087097,16488.96785080433,311.9300529360771,1913.6662371456623,0.0,1549.673743546009,0.1005902886390686,first_token,batch,9.9189453125,1549.673743546009,long,True,True, The chief constable of Avon and Somerset Police has been allowed to return to,4534.5380859375,kivi_4bit_residual64,0.0,1.0,xsum_000043,8712.89453125,calibration,summary,312.15231120586395
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,34048,64,16,1.0,0.9130434782608696,0.9130434782608696,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1232,simply averaging the predictions from the constituent single models,zai-org/LongBench,0.0,4528.13083678484,5609.1959699988365,15860.409066081047,4527.659807354212,2462.9300609230995,0.0,5609.840549528599,0.21984055638313293,first_token,batch,23.096923828125,5609.840549528599,long,True,True," The document does not provide specific details on how their ensemble method works. However,",5003.66796875,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000009,8679.96484375,calibration,qa_long_context,4528.13083678484
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,8960,64,16,1.0,0.8285714285714285,0.8857142857142857,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,355,"If Chelsea boss Jose Mourinho thought he was having a bad time, he should spare a thought for New Mills.",EdinburghNLP/xsum,0.0,217.38455444574356,1284.351784735918,15860.409066081047,217.12985634803772,2462.9300609230995,0.0,1284.6956625580788,0.08463114500045776,first_token,batch,8.46630859375,1284.6956625580788,medium,True,True," New Mills FC, a team in the eighth-tier Northern Premier League Division One North",4491.25146484375,kivi_4bit_residual64,0.0,1.0,xsum_000015,8679.96484375,calibration,summary,217.38455444574356
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.5882352941176471,0.7647058823529411,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,99,Remarkable progress has been made in reducing the rate of growth in new HIV infections - the virus that causes Aids.,EdinburghNLP/xsum,0.0,122.85326048731804,1174.8470179736614,15860.409066081047,122.65005335211754,2462.9300609230995,0.0,1175.2033978700638,0.08415430784225464,first_token,batch,4.09130859375,1175.2033978700638,short,True,True," Despite progress in tackling HIV-Aids, the disease continues to spread in parts of",4341.6494140625,kivi_4bit_residual64,0.0,1.0,xsum_000061,8679.96484375,calibration,summary,122.85326048731804
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,21504,64,16,1.0,0.7241379310344829,0.7241379310344829,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,805,Scientists say they have identified a remarkable new feature in Earth’s molten outer core.,EdinburghNLP/xsum,0.0,494.27270144224167,1551.2364767491817,15860.409066081047,494.05820667743683,2462.9300609230995,0.0,1551.5741035342216,0.08843094110488892,first_token,batch,16.1943359375,1551.5741035342216,long,True,True," Scientists have discovered a ""jet stream"" of liquid iron flowing deep beneath the Earth",4754.232421875,kivi_4bit_residual64,0.13793103448275879,0.8620689655172412,xsum_000052,8679.96484375,calibration,summary,494.27270144224167
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,34048,64,16,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1250,"Friends TV sitcom, Facebook messenger chats",zai-org/LongBench,0.0,664.9793833494186,1722.5826382637024,15860.409066081047,664.7759228944778,2462.9300609230995,0.0,1722.890317440033,0.09128078818321228,first_token,batch,23.742919921875,1722.890317440033,long,True,True," The EmotionLines dataset, which is used in the SocialNLP 2",5015.17333984375,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000010,8679.96484375,calibration,qa_long_context,664.9793833494186
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,7168,64,16,1.0,0.5675675675675675,0.6756756756756757,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,288,"An MP has criticised ""the level of misinformation"" about a referendum on an elected mayor for Bath and North East Somerset.",EdinburghNLP/xsum,0.0,204.88721877336502,1264.0891671180725,15860.409066081047,204.7106698155403,2462.9300609230995,0.0,1264.4111588597298,0.07982924580574036,first_token,batch,7.264892578125,1264.4111588597298,medium,True,True, A Bath and North East Somerset Conservative councillor has called for more information to be given,4452.08544921875,kivi_4bit_residual64,0.0,1.0,xsum_000016,8679.96484375,calibration,summary,204.88721877336502
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.8064516129032258,0.8709677419354839,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,78,Huddersfield Town midfielder Philip Billing has signed a contract extension until the end of the 2019-20 season.,EdinburghNLP/xsum,0.0,114.2878569662571,1177.4973571300507,15860.409066081047,114.10561576485634,2462.9300609230995,0.0,1177.7973994612694,0.0838153064250946,first_token,batch,3.337646484375,1177.7973994612694,short,True,True, Hibernian have signed Championship side Reading's Danish midfielder Martin Olsson on a,4329.27587890625,kivi_4bit_residual64,0.0,1.0,xsum_000092,8679.96484375,calibration,summary,114.2878569662571
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,10752,64,16,1.0,0.5151515151515151,0.8181818181818182,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,395,"A human rights action plan has been launched in Scotland, in a move described as a ""UK first"".",EdinburghNLP/xsum,0.0,295.9625758230686,1351.6868017613888,15860.409066081047,295.77555879950523,2462.9300609230995,0.0,1351.9625030457973,0.08477643132209778,first_token,batch,8.69873046875,1351.9625030457973,long,True,True," Scotland has launched its first National Action Plan for Human Rights, which aims to improve",4514.51123046875,kivi_4bit_residual64,0.0,1.0,xsum_000055,8679.96484375,calibration,summary,295.9625758230686
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,34048,64,16,1.0,0.875,0.875,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1216,English,zai-org/LongBench,0.0,663.4618304669857,1717.8371511399746,15860.409066081047,663.2711999118328,2462.9300609230995,0.0,1718.132819980383,0.08563324809074402,first_token,batch,22.522705078125,1718.132819980383,long,True,True, The paper focuses on English. This can be inferred from several references to English Wikipedia,4994.2421875,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000011,8679.96484375,calibration,qa_long_context,663.4618304669857
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,10752,64,16,1.0,0.627906976744186,0.627906976744186,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,407,Wales coach Warren Gatland resisted making more changes to his team against Italy to give his men a chance to make up for their poor start at Twickenham.,EdinburghNLP/xsum,0.0,238.61617594957352,1290.3706431388855,15860.409066081047,238.4316623210907,2462.9300609230995,0.0,1290.6530126929283,0.0848136842250824,first_token,batch,9.12939453125,1290.6530126929283,medium,True,True, Wales head coach Warren Gatland has made seven changes to the team for Saturday's,4521.58154296875,kivi_4bit_residual64,0.0,1.0,xsum_000018,8679.96484375,calibration,summary,238.61617594957352
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,504,56,3584,64,16,1.0,0.7857142857142857,0.8571428571428571,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,117,A volunteer RNLI crew have been given the seal of approval from an unlikely passenger.,EdinburghNLP/xsum,0.0,3838.3843638002872,4911.860976368189,16300.547115504742,3837.9816748201847,2053.613044321537,0.0,4912.381816655397,0.19906461238861084,first_token,batch,3.5341796875,4912.381816655397,short,True,True, A seal has taken to sunbathing on the lifeboat's boarding boat at,4352.38232421875,kivi_4bit_residual64,0.01098901098901095,0.989010989010989,xsum_000112,8709.40625,calibration,summary,3838.3843638002872
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,34048,64,16,1.0,0.75,0.8,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,1217,"Donald Trump has effectively won the Republican presidential nomination, leaving pundits and analysts wondering if a rhetorical ""pivot"" to a general election campaign is in the works.",EdinburghNLP/xsum,0.0,774.1488628089428,1800.9401634335518,16300.547115504742,773.9069797098637,2053.613044321537,0.0,1801.2820892035961,0.08767843246459961,first_token,batch,22.55859375,1801.2820892035961,long,True,True, Donald Trump's campaign has been a whirlwind of unpredictability. But as he,5005.35693359375,kivi_4bit_residual64,0.0,1.0,xsum_000058,8709.40625,calibration,summary,774.1488628089428
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,35840,64,16,1.0,0.5,0.5,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1285,IMDb dataset of movie reviews,zai-org/LongBench,0.0,723.8002270460129,1778.445079922676,16300.547115504742,723.5671058297157,2053.613044321537,0.0,1778.7339091300964,0.0904276967048645,first_token,batch,23.7958984375,1778.7339091300964,long,True,True," The sentiment analysis dataset used in this research is the IMDb dataset of movie reviews,",5035.1865234375,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000012,8709.40625,calibration,qa_long_context,723.8002270460129
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,504,56,8960,64,16,1.0,0.4285714285714286,0.6,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,317,"A new trailer for Star Wars spin-off Rogue One has been released, offering fans a fleeting glimpse of Darth Vader.",EdinburghNLP/xsum,0.0,201.79882645606995,1245.5680705606937,16300.547115504742,201.6288936138153,2053.613044321537,0.0,1245.852753520012,0.07646530866622925,first_token,batch,7.1025390625,1245.852753520012,medium,True,True," The latest trailer for Rogue One: A Star Wars Story has been released, giving",4469.162109375,kivi_4bit_residual64,0.0,1.0,xsum_000020,8709.40625,calibration,summary,201.79882645606995
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.45945945945945954,0.45945945945945954,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,105,A woman has been arrested on suspicion of the murder of a man who was stabbed to death at his home.,EdinburghNLP/xsum,0.0,117.82829463481903,1142.5455212593079,16300.547115504742,117.64376983046532,2053.613044321537,0.0,1142.8201235830784,0.08127838373184204,first_token,batch,4.306640625,1142.8201235830784,short,True,True, A woman has been charged with murder after a man died at his home in North,4345.18115234375,kivi_4bit_residual64,0.0,1.0,xsum_000113,8709.40625,calibration,summary,117.82829463481903
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,37632,64,16,1.0,0.8666666666666667,0.8666666666666667,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,1379,A 90-minute match but only 47 minutes and 40 seconds of actual football.,EdinburghNLP/xsum,0.0,863.6776581406593,1894.4972418248653,16300.547115504742,863.4676411747932,2053.613044321537,0.0,1894.7902582585812,0.08375942707061768,first_token,batch,25.96630859375,1894.7902582585812,long,True,True, The Premier League has seen a record low amount of action in the first two weekends,5089.73193359375,kivi_4bit_residual64,0.0,1.0,xsum_000063,8709.40625,calibration,summary,863.6776581406593
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,34048,64,16,1.0,0.85,0.85,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1219,"F1 scores of 85.99 on the DL-PS data,  75.15 on the EC-MT data and 71.53 on the EC-UQ data",zai-org/LongBench,0.0,654.7616347670555,1703.9747834205627,16300.547115504742,654.5445695519447,2053.613044321537,0.0,1704.2715921998024,0.08786842226982117,first_token,batch,22.63037109375,1704.2715921998024,long,True,True, The document does not provide specific accuracy numbers for the proposed system. It focuses on,4996.0087890625,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000013,8709.40625,calibration,qa_long_context,654.7616347670555
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,10752,64,16,1.0,0.47058823529411764,0.47058823529411764,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,409,A man who attempted to rape a young girl and raped three women has been jailed for life.,EdinburghNLP/xsum,0.0,246.7866763472557,1286.9982942938805,16300.547115504742,246.60243839025497,2053.613044321537,0.0,1287.3022556304932,0.08088350296020508,first_token,batch,9.201171875,1287.3022556304932,medium,True,True, A man who sexually assaulted and raped women and girls in the Highlands has been jailed,4522.7587890625,kivi_4bit_residual64,0.0,1.0,xsum_000021,8709.40625,calibration,summary,246.7866763472557
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.5,0.75,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,90,Councillors in the Borders have unanimously agreed to lodge an objection to a 15-turbine wind farm near Bonchester Bridge.,EdinburghNLP/xsum,0.0,112.76537925004959,1146.358147263527,16300.547115504742,112.59254068136215,2053.613044321537,0.0,1146.6494351625443,0.07662177085876465,first_token,batch,3.768310546875,1146.6494351625443,short,True,True, Plans for a 10-turbine wind farm in the Borders have been,4336.34619140625,kivi_4bit_residual64,0.02777777777777779,0.9722222222222222,xsum_000117,8709.40625,calibration,summary,112.76537925004959
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,32256,64,16,1.0,0.8095238095238095,0.9047619047619048,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,1165,It remains a game that Scotland cannot escape.,EdinburghNLP/xsum,0.0,753.9831064641476,1807.2086945176125,16300.547115504742,753.7783980369568,2053.613044321537,0.0,1807.5068108737469,0.09017810225486755,first_token,batch,21.8955078125,1807.5068108737469,long,True,True," Twenty years ago today, Scotland faced England in a Euro 96 match at",4964.49462890625,kivi_4bit_residual64,0.004761904761904745,0.9952380952380953,xsum_000064,8709.40625,calibration,summary,753.9831064641476
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,504,56,34048,64,16,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1209,No,zai-org/LongBench,0.0,4709.6407152712345,5812.413975596428,16802.068680524826,4709.112100303173,1993.5334920883179,0.0,5813.059292733669,0.2254880964756012,first_token,batch,22.271484375,5813.059292733669,long,True,True," Yes, they did experiment with the new dataset. They conducted a detailed technical validation",4991.10009765625,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000014,8732.03515625,calibration,qa_long_context,4709.6407152712345
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,504,56,10752,64,16,1.0,0.45945945945945954,0.5135135135135135,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,383,"Three US special forces soldiers have been shot dead by an Afghan colleague during an operation in eastern Afghanistan, US officials say.",EdinburghNLP/xsum,0.0,220.85747867822647,1322.775263339281,16802.068680524826,220.63927352428436,1993.5334920883179,0.0,1323.1406323611736,0.085391104221344,first_token,batch,8.26806640625,1323.1406323611736,medium,True,True, Two US soldiers have been killed in an attack by Afghan commandos in eastern Afghanistan,4507.72705078125,kivi_4bit_residual64,0.0,1.0,xsum_000022,8732.03515625,calibration,summary,220.85747867822647
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,1792,64,16,1.0,0.6129032258064516,0.7419354838709677,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,99,Everton teenager Delial Brewster has joined National League side Southport on loan until the end of the season.,EdinburghNLP/xsum,0.0,119.25460398197174,1202.1518871188164,16802.068680524826,119.0585009753704,1993.5334920883179,0.0,1202.4810053408146,0.08776411414146423,first_token,batch,4.09130859375,1202.4810053408146,short,True,True, Southport have signed Everton striker Cameron Brewster on a season-long loan. He,4341.6494140625,kivi_4bit_residual64,0.0,1.0,xsum_000123,8732.03515625,calibration,summary,119.25460398197174
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,14336,64,16,1.0,0.6190476190476191,0.6190476190476191,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,558,A convicted teenage sex offender has been detained for a year for having sex with a 13-year-old girl in the grounds of a Dundee college campus.,EdinburghNLP/xsum,0.0,362.1978461742401,1432.5452968478203,16802.068680524826,361.98095232248306,1993.5334920883179,0.0,1432.9063966870308,0.08741021156311035,first_token,batch,12.142333984375,1432.9063966870308,long,True,True, A teenager who had sex with a 13-year-old girl after meeting her,4609.92919921875,kivi_4bit_residual64,0.0,1.0,xsum_000067,8732.03515625,calibration,summary,362.1978461742401
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,32256,64,16,1.0,0.9375,0.9375,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,1193,"Custom dataset with user questions; set of documents, twitter posts and news articles, all related to finance.",zai-org/LongBench,0.0,720.4346768558025,1757.5441636145115,16802.068680524826,720.2271595597267,1993.5334920883179,0.0,1757.9248510301113,0.0873468816280365,first_token,batch,22.900390625,1757.9248510301113,long,True,True, The paper does not mention any specific datasets used. It focuses on the challenges and,4980.98974609375,kivi_4bit_residual64,0.0,1.0,longbench_qasper_000015,8732.03515625,calibration,qa_long_context,720.4346768558025
kivi,,qwen2_kivi,4,false,edgekv-kivi,kivi,,,,,,,,,,quantized,32,840,True,476,28,5376,64,16,1.0,0.5135135135135136,0.5135135135135136,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,234,"A foreign couple has been attacked by a group of ""drunk men"" in the northern Indian state of Rajasthan, police said.",EdinburghNLP/xsum,0.0,163.03860023617744,1198.4440460801125,16802.068680524826,162.8457009792328,1993.5334920883179,0.0,1198.7704560160637,0.07801130414009094,first_token,batch,6.530029296875,1198.7704560160637,medium,True,True, A Spanish woman and her male companion have been attacked by a group of men in,4420.57177734375,kivi_4bit_residual64,0.0,1.0,xsum_000023,8732.03515625,calibration,summary,163.03860023617744
